"","datetime","ptt","lat","lon","altitude","light_phase"
"173",2018-08-05 19:08:00,174962,74.03214787,-105.6638988,32.8803983160071,"day"
"174",2018-08-05 19:23:00,174962,74.03180271,-105.6594329,32.8457057104389,"day"
"175",2018-08-05 19:38:00,174962,74.03210972,-105.6599734,32.7337137729637,"day"
"176",2018-08-05 19:53:00,174962,74.0324211,-105.6605474,32.5458343978665,"day"
"177",2018-08-05 20:08:00,174962,74.03230109,-105.6517838,32.283009288481,"day"
"178",2018-08-05 20:23:00,174962,74.03128931,-105.6361555,31.9470899424369,"day"
"179",2018-08-05 20:38:00,174962,74.02787004,-105.6085511,31.5406028281989,"day"
"180",2018-08-05 20:53:00,174962,74.02444729,-105.580958,31.064818568509,"day"
"181",2018-08-05 21:08:00,174962,74.02662695,-105.5477571,30.5172225280659,"day"
"182",2018-08-05 21:23:00,174962,74.02642327,-105.513613,29.9087077255391,"day"
"183",2018-08-05 21:38:00,174962,74.02380532,-105.478245,29.2425986976001,"day"
"184",2018-08-05 21:53:00,174962,74.02380729,-105.4422104,28.5190261426688,"day"
"185",2018-08-05 22:08:00,174962,74.02380337,-105.4061757,27.7443184809566,"day"
"186",2018-08-05 22:23:00,174962,74.0285349,-105.3614016,26.9180194644948,"day"
"187",2018-08-05 22:38:00,174962,74.03017328,-105.3055329,26.0486843642013,"day"
"188",2018-08-05 22:53:00,174962,74.02713684,-105.2504541,25.1436062906659,"day"
"189",2018-08-05 23:08:00,174962,74.02690303,-105.2412222,24.2147272041124,"day"
"190",2018-08-05 23:23:00,174962,74.02690382,-105.2353132,23.258069661223,"day"
"191",2018-08-05 23:38:00,174962,74.02690444,-105.2294043,22.2773492066682,"day"
"192",2018-08-05 23:53:00,174962,74.02690491,-105.2234954,21.2769505966282,"day"
"193",2018-08-06 00:08:00,174962,74.02690522,-105.2175865,20.2612209952059,"day"
"194",2018-08-06 00:23:00,174962,74.03210422,-105.2069001,19.2326158829205,"day"
"195",2018-08-06 00:38:00,174962,74.04059536,-105.1931765,18.1969023423465,"day"
"196",2018-08-06 00:53:00,174962,74.04375875,-105.1892023,17.1622073274982,"day"
"197",2018-08-06 01:08:00,174962,74.04523716,-105.1858033,16.1294266565102,"day"
"198",2018-08-06 01:23:00,174962,74.04854738,-105.1778913,15.1014058503621,"day"
"199",2018-08-06 01:38:00,174962,74.06085433,-105.1435244,14.0780804103268,"day"
"200",2018-08-06 01:53:00,174962,74.0547281,-105.1954232,13.0877091121159,"day"
"201",2018-08-06 02:08:00,174962,74.0616843,-105.1938591,12.1036502878519,"day"
"202",2018-08-06 02:23:00,174962,74.0568097,-105.2399292,11.1487311895496,"day"
"203",2018-08-06 02:38:00,174962,74.05675304,-105.2603085,10.2128227227718,"day"
"204",2018-08-06 02:53:00,174962,74.05727827,-105.2786848,9.30429036572629,"day"
"205",2018-08-06 03:08:00,174962,74.05915366,-105.2922074,8.42641319089236,"day"
"206",2018-08-06 03:23:00,174962,74.06419878,-105.2940089,7.58237865868172,"day"
"207",2018-08-06 03:38:00,174962,74.07104447,-105.2884714,6.77621318017866,"day"
"208",2018-08-06 03:53:00,174962,74.07672899,-105.2896707,6.01220492854279,"day"
"209",2018-08-06 04:08:00,174962,74.06903514,-105.3458414,5.29289473670158,"day"
"210",2018-08-06 04:23:00,174962,74.06550072,-105.3531668,4.61286931962216,"day"
"211",2018-08-06 04:38:00,174962,74.06196604,-105.360489,3.98161456901681,"day"
"212",2018-08-06 04:53:00,174962,74.05843111,-105.3678082,3.40163317956522,"day"
"213",2018-08-06 05:08:00,174962,74.05489931,-105.3659754,2.87404699736032,"day"
"214",2018-08-06 05:23:00,174962,74.05136849,-105.3611661,2.40212216400174,"day"
"215",2018-08-06 05:38:00,174962,74.04967378,-105.3558104,1.98988964045493,"day"
"216",2018-08-06 05:53:00,174962,74.04667383,-105.357563,1.63687097922219,"day"
"217",2018-08-06 06:08:00,174962,74.04078495,-105.3673497,1.34264253612473,"day"
"218",2018-08-06 06:23:00,174962,74.04015388,-105.3818868,1.11574670480419,"day"
"219",2018-08-06 06:38:00,174962,74.04032745,-105.4175092,0.953245276264328,"day"
"220",2018-08-06 06:53:00,174962,74.04218261,-105.4603461,0.855389206477997,"day"
"221",2018-08-06 07:08:00,174962,74.0485074,-105.4669628,0.824987240040257,"day"
"222",2018-08-06 07:23:00,174962,74.03627611,-105.5435377,0.839251041299614,"day"
"223",2018-08-06 07:38:00,174962,74.03107838,-105.5784601,0.923869330200762,"day"
"224",2018-08-06 07:53:00,174962,74.02746134,-105.5945644,1.07401104599798,"day"
"225",2018-08-06 08:08:00,174962,74.02397429,-105.5959007,1.28829822681031,"day"
"226",2018-08-06 08:23:00,174962,74.02333066,-105.5887494,1.5686453419649,"day"
"227",2018-08-06 08:38:00,174962,74.02889487,-105.576338,1.91695879046192,"day"
"228",2018-08-06 08:53:00,174962,74.02425584,-105.5966202,2.31232074043407,"day"
"229",2018-08-06 09:08:00,174962,74.01320854,-105.6373773,2.75728299699808,"day"
"230",2018-08-06 09:23:00,174962,74.01101047,-105.6467577,3.27022919372876,"day"
"231",2018-08-06 09:38:00,174962,74.01244841,-105.6432668,3.84245654996,"day"
"232",2018-08-06 09:53:00,174962,74.01388629,-105.6397752,4.46676367226837,"day"
"233",2018-08-06 10:08:00,174962,74.01532411,-105.6362831,5.14064866177734,"day"
"234",2018-08-06 10:23:00,174962,74.01676187,-105.6327903,5.86143875189441,"day"
"235",2018-08-06 10:38:00,174962,74.01819958,-105.629297,6.62630326428461,"day"
"236",2018-08-06 10:53:00,174962,74.01963722,-105.625803,7.43226612200168,"day"
"237",2018-08-06 11:08:00,174962,74.02193339,-105.6216093,8.27684961843886,"day"
"238",2018-08-06 11:23:00,174962,74.0278896,-105.6144315,9.15864024565836,"day"
"239",2018-08-06 11:38:00,174962,74.03384554,-105.6072486,10.0714054116831,"day"
"240",2018-08-06 11:53:00,174962,74.03862639,-105.6063866,11.0096019143788,"day"
"241",2018-08-06 12:08:00,174962,74.03367495,-105.657874,11.9549718987098,"day"
"242",2018-08-06 12:23:00,174962,74.03016828,-105.7019358,12.9236310774655,"day"
"243",2018-08-06 12:38:00,174962,74.02876695,-105.7119887,13.9191616165139,"day"
"244",2018-08-06 12:53:00,174962,74.02773106,-105.7198423,14.9289305504466,"day"
"245",2018-08-06 13:08:00,174962,74.02890165,-105.7144409,15.9522367744242,"day"
"246",2018-08-06 13:23:00,174962,74.03007211,-105.7090387,16.9810790174221,"day"
"247",2018-08-06 13:38:00,174962,74.03124243,-105.7036358,18.0114132877927,"day"
"248",2018-08-06 13:53:00,174962,74.03241262,-105.6982321,19.0391254761907,"day"
"249",2018-08-06 14:08:00,174962,74.03358268,-105.6928277,20.0600354583905,"day"
"250",2018-08-06 14:23:00,174962,74.0347526,-105.6874225,21.0699020381161,"day"
"251",2018-08-06 14:38:00,174962,74.03592239,-105.6820165,22.0644291793872,"day"
"252",2018-08-06 14:53:00,174962,74.03768597,-105.6780814,23.0386867941101,"day"
"253",2018-08-06 15:08:00,174962,74.04700421,-105.6925009,23.9811177741322,"day"
"254",2018-08-06 15:23:00,174962,74.05827977,-105.7075059,24.8933788708226,"day"
"255",2018-08-06 15:38:00,174962,74.06938156,-105.7225526,25.7721063553918,"day"
"256",2018-08-06 15:53:00,174962,74.07971945,-105.7403466,26.6128183997047,"day"
"257",2018-08-06 16:08:00,174962,74.08507875,-105.753657,27.4157515144554,"day"
"258",2018-08-06 16:23:00,174962,74.0896543,-105.7546178,28.176039935771,"day"
"259",2018-08-06 16:38:00,174962,74.09342964,-105.7511032,28.8877897121427,"day"
"260",2018-08-06 16:53:00,174962,74.09600773,-105.7458413,29.5468007938357,"day"
"261",2018-08-06 17:08:00,174962,74.09858568,-105.7405777,30.148086510866,"day"
"262",2018-08-06 17:23:00,174962,74.1011635,-105.7353124,30.6880640048826,"day"
"263",2018-08-06 17:38:00,174962,74.10374118,-105.7300456,31.1634262611617,"day"
"264",2018-08-06 17:53:00,174962,74.10631873,-105.7247771,31.5711886820649,"day"
"265",2018-08-06 18:08:00,174962,74.10889615,-105.7195069,31.908734213147,"day"
"266",2018-08-06 18:23:00,174962,74.11147344,-105.7142352,32.1738557674851,"day"
"267",2018-08-06 18:38:00,174962,74.11400541,-105.713259,32.3646571047593,"day"
"268",2018-08-06 18:53:00,174962,74.11645991,-105.7196354,32.4800842529026,"day"
"269",2018-08-06 19:08:00,174962,74.11891421,-105.7260138,32.5197466739415,"day"
"270",2018-08-06 19:23:00,174962,74.12136833,-105.732394,32.4833832482682,"day"
"271",2018-08-06 19:38:00,174962,74.12382225,-105.7387761,32.3712491895609,"day"
"272",2018-08-06 19:53:00,174962,74.12627599,-105.7451601,32.1841111004649,"day"
"273",2018-08-06 20:08:00,174962,74.12872953,-105.751546,31.9232325254347,"day"
"274",2018-08-06 20:23:00,174962,74.13118288,-105.7579338,31.5903505325098,"day"
"275",2018-08-06 20:38:00,174962,74.13363605,-105.7643234,31.1876447453039,"day"
"276",2018-08-06 20:53:00,174962,74.13608901,-105.770715,30.7177000671499,"day"
"277",2018-08-06 21:08:00,174962,74.13699529,-105.7823946,30.1855499638461,"day"
"278",2018-08-06 21:23:00,174962,74.13662388,-105.7984382,29.5941557866254,"day"
"279",2018-08-06 21:38:00,174962,74.13625132,-105.8144811,28.9453030856322,"day"
"280",2018-08-06 21:53:00,174962,74.13587759,-105.8305233,28.2427023826377,"day"
"281",2018-08-06 22:08:00,174962,74.13550271,-105.8465647,27.4902505465782,"day"
"282",2018-08-06 22:23:00,174962,74.13512666,-105.8626054,26.6919902614451,"day"
"283",2018-08-06 22:38:00,174962,74.13474946,-105.8786453,25.8520728840886,"day"
"284",2018-08-06 22:53:00,174962,74.13437109,-105.8946846,24.9747254896287,"day"
"285",2018-08-06 23:08:00,174962,74.13399156,-105.9107231,24.0642213054033,"day"
"286",2018-08-06 23:23:00,174962,74.136081,-105.9031393,23.1179414970933,"day"
"287",2018-08-06 23:38:00,174962,74.13870129,-105.8839476,22.1439320161182,"day"
"288",2018-08-06 23:53:00,174962,74.14166297,-105.8592248,21.1481469344851,"day"
"289",2018-08-07 00:08:00,174962,74.1331812,-105.8551205,20.1440983338288,"day"
"290",2018-08-07 00:23:00,174962,74.13252883,-105.8425141,19.1239848142596,"day"
"291",2018-08-07 00:38:00,174962,74.13140087,-105.8312749,18.0966012988919,"day"
"292",2018-08-07 00:53:00,174962,74.12624595,-105.8334202,17.0692951704613,"day"
"293",2018-08-07 01:08:00,174962,74.12239437,-105.8297234,16.0405509953101,"day"
"294",2018-08-07 01:23:00,174962,74.12024677,-105.8183907,15.0142274878925,"day"
"295",2018-08-07 01:38:00,174962,74.11809859,-105.8070608,13.9963804118316,"day"
"296",2018-08-07 01:53:00,174962,74.11055062,-105.7883119,12.9875644544881,"day"
"297",2018-08-07 02:08:00,174962,74.10688728,-105.7287427,11.9850351246867,"day"
"298",2018-08-07 02:23:00,174962,74.09898306,-105.6932361,11.0073912955692,"day"
"299",2018-08-07 02:38:00,174962,74.10641899,-105.6199646,10.0504619333684,"day"
"300",2018-08-07 02:53:00,174962,74.09207058,-105.6194578,9.12961134349176,"day"
"301",2018-08-07 03:08:00,174962,74.07926317,-105.6182441,8.23879278248033,"day"
"302",2018-08-07 03:23:00,174962,74.07295568,-105.6215957,7.38578397766679,"day"
"303",2018-08-07 03:38:00,174962,74.06743789,-105.6188257,6.56878815822626,"day"
"304",2018-08-07 03:53:00,174962,74.06452605,-105.6023675,5.79099741909253,"day"
"305",2018-08-07 04:08:00,174962,74.06649881,-105.5813704,5.05964910755962,"day"
"306",2018-08-07 04:23:00,174962,74.06783675,-105.5558478,4.37415283807065,"day"
"307",2018-08-07 04:38:00,174962,74.0672519,-105.5447417,3.73932896147339,"day"
"308",2018-08-07 04:53:00,174962,74.06563113,-105.5416868,3.1567203392568,"day"
"309",2018-08-07 05:08:00,174962,74.06595292,-105.5231596,2.62771812389198,"day"
"310",2018-08-07 05:23:00,174962,74.06861101,-105.5125839,2.15843904911594,"day"
"311",2018-08-07 05:38:00,174962,74.07126859,-105.5020049,1.74764292279897,"day"
"312",2018-08-07 05:53:00,174962,74.07392565,-105.4914225,1.39700597711865,"day"
"313",2018-08-07 06:08:00,174962,74.0766358,-105.4806768,1.10800669918129,"day"
"314",2018-08-07 06:23:00,174962,74.08027622,-105.4671498,0.882569464506395,"day"
"315",2018-08-07 06:38:00,174962,74.08391578,-105.4536169,0.720964213665301,"day"
"316",2018-08-07 06:53:00,174962,74.0768264,-105.5133441,0.614423240825361,"day"
"317",2018-08-07 07:08:00,174962,74.0772485,-105.5037383,0.577661817884162,"day"
