datetime,depth
2018-08-04 00:00:00,501
2018-08-04 00:01:15,501
2018-08-04 00:02:30,501
2018-08-04 00:03:45,501
2018-08-04 00:05:00,501
2018-08-04 00:06:15,357.5
2018-08-04 00:07:30,196.5
2018-08-04 00:08:45,62.5
2018-08-04 00:10:00,4.5
2018-08-04 00:11:15,4.5
2018-08-04 00:12:30,4.5
2018-08-04 00:13:45,4.5
2018-08-04 00:15:00,4.5
2018-08-04 00:16:15,4.5
2018-08-04 00:17:30,31
2018-08-04 00:18:45,196.5
2018-08-04 00:20:00,357.5
2018-08-04 00:21:15,501
2018-08-04 00:22:30,501
2018-08-04 00:23:45,501
2018-08-04 00:25:00,501
2018-08-04 00:26:15,501
2018-08-04 00:27:30,429
2018-08-04 00:28:45,196.5
2018-08-04 00:30:00,44.5
2018-08-04 00:31:15,4.5
2018-08-04 00:32:30,4.5
2018-08-04 00:33:45,4.5
2018-08-04 00:35:00,4.5
2018-08-04 00:36:15,4.5
2018-08-04 00:37:30,13.5
2018-08-04 00:38:45,4.5
2018-08-04 00:40:00,4.5
2018-08-04 00:41:15,4.5
2018-08-04 00:42:30,161
2018-08-04 00:43:45,357.5
2018-08-04 00:45:00,501
2018-08-04 00:46:15,501
2018-08-04 00:47:30,501
2018-08-04 00:48:45,501
2018-08-04 00:50:00,501
2018-08-04 00:51:15,357.5
2018-08-04 00:52:30,196.5
2018-08-04 00:53:45,31
2018-08-04 00:55:00,4.5
2018-08-04 00:56:15,4.5
2018-08-04 00:57:30,13.5
2018-08-04 00:58:45,13.5
2018-08-04 01:00:00,NA
2018-08-04 01:01:15,NA
2018-08-04 01:02:30,NA
2018-08-04 01:03:45,NA
2018-08-04 01:05:00,NA
2018-08-04 01:06:15,NA
2018-08-04 01:07:30,NA
2018-08-04 01:08:45,NA
2018-08-04 01:10:00,NA
2018-08-04 01:11:15,NA
2018-08-04 01:12:30,NA
2018-08-04 01:13:45,NA
2018-08-04 01:15:00,NA
2018-08-04 01:16:15,NA
2018-08-04 01:17:30,NA
2018-08-04 01:18:45,NA
2018-08-04 01:20:00,NA
2018-08-04 01:21:15,NA
2018-08-04 01:22:30,NA
2018-08-04 01:23:45,NA
2018-08-04 01:25:00,NA
2018-08-04 01:26:15,NA
2018-08-04 01:27:30,NA
2018-08-04 01:28:45,NA
2018-08-04 01:30:00,NA
2018-08-04 01:31:15,NA
2018-08-04 01:32:30,NA
2018-08-04 01:33:45,NA
2018-08-04 01:35:00,NA
2018-08-04 01:36:15,NA
2018-08-04 01:37:30,NA
2018-08-04 01:38:45,NA
2018-08-04 01:40:00,NA
2018-08-04 01:41:15,NA
2018-08-04 01:42:30,NA
2018-08-04 01:43:45,NA
2018-08-04 01:45:00,NA
2018-08-04 01:46:15,NA
2018-08-04 01:47:30,NA
2018-08-04 01:48:45,NA
2018-08-04 01:50:00,NA
2018-08-04 01:51:15,NA
2018-08-04 01:52:30,NA
2018-08-04 01:53:45,NA
2018-08-04 01:55:00,NA
2018-08-04 01:56:15,NA
2018-08-04 01:57:30,NA
2018-08-04 01:58:45,NA
2018-08-04 02:00:00,286
2018-08-04 02:01:15,98.5
2018-08-04 02:02:30,4.5
2018-08-04 02:03:45,4.5
2018-08-04 02:05:00,4.5
2018-08-04 02:06:15,4.5
2018-08-04 02:07:30,4.5
2018-08-04 02:08:45,4.5
2018-08-04 02:10:00,4.5
2018-08-04 02:11:15,4.5
2018-08-04 02:12:30,4.5
2018-08-04 02:13:45,4.5
2018-08-04 02:15:00,4.5
2018-08-04 02:16:15,4.5
2018-08-04 02:17:30,4.5
2018-08-04 02:18:45,13.5
2018-08-04 02:20:00,13.5
2018-08-04 02:21:15,4.5
2018-08-04 02:22:30,4.5
2018-08-04 02:23:45,4.5
2018-08-04 02:25:00,4.5
2018-08-04 02:26:15,4.5
2018-08-04 02:27:30,125
2018-08-04 02:28:45,286
2018-08-04 02:30:00,501
2018-08-04 02:31:15,501
2018-08-04 02:32:30,501
2018-08-04 02:33:45,501
2018-08-04 02:35:00,501
2018-08-04 02:36:15,357.5
2018-08-04 02:37:30,196.5
2018-08-04 02:38:45,44.5
2018-08-04 02:40:00,4.5
2018-08-04 02:41:15,4.5
2018-08-04 02:42:30,4.5
2018-08-04 02:43:45,4.5
2018-08-04 02:45:00,4.5
2018-08-04 02:46:15,13.5
2018-08-04 02:47:30,13.5
2018-08-04 02:48:45,4.5
2018-08-04 02:50:00,4.5
2018-08-04 02:51:15,4.5
2018-08-04 02:52:30,31
2018-08-04 02:53:45,196.5
2018-08-04 02:55:00,357.5
2018-08-04 02:56:15,501
2018-08-04 02:57:30,501
2018-08-04 02:58:45,501
2018-08-04 03:00:00,486.5
2018-08-04 03:01:15,417
2018-08-04 03:02:30,278
2018-08-04 03:03:45,121.5
2018-08-04 03:05:00,13
2018-08-04 03:06:15,4.5
2018-08-04 03:07:30,4.5
2018-08-04 03:08:45,4.5
2018-08-04 03:10:00,4.5
2018-08-04 03:11:15,13
2018-08-04 03:12:30,4.5
2018-08-04 03:13:45,4.5
2018-08-04 03:15:00,4.5
2018-08-04 03:16:15,4.5
2018-08-04 03:17:30,4.5
2018-08-04 03:18:45,4.5
2018-08-04 03:20:00,4.5
2018-08-04 03:21:15,4.5
2018-08-04 03:22:30,4.5
2018-08-04 03:23:45,4.5
2018-08-04 03:25:00,60.5
2018-08-04 03:26:15,225.5
2018-08-04 03:27:30,417
2018-08-04 03:28:45,486.5
2018-08-04 03:30:00,486.5
2018-08-04 03:31:15,486.5
2018-08-04 03:32:30,486.5
2018-08-04 03:33:45,347.5
2018-08-04 03:35:00,156.5
2018-08-04 03:36:15,21.5
2018-08-04 03:37:30,4.5
2018-08-04 03:38:45,4.5
2018-08-04 03:40:00,4.5
2018-08-04 03:41:15,4.5
2018-08-04 03:42:30,4.5
2018-08-04 03:43:45,4.5
2018-08-04 03:45:00,4.5
2018-08-04 03:46:15,4.5
2018-08-04 03:47:30,4.5
2018-08-04 03:48:45,4.5
2018-08-04 03:50:00,4.5
2018-08-04 03:51:15,4.5
2018-08-04 03:52:30,4.5
2018-08-04 03:53:45,4.5
2018-08-04 03:55:00,4.5
2018-08-04 03:56:15,13
2018-08-04 03:57:30,13
2018-08-04 03:58:45,4.5
2018-08-04 04:00:00,21.5
2018-08-04 04:01:15,21.5
2018-08-04 04:02:30,13
2018-08-04 04:03:45,4.5
2018-08-04 04:05:00,4.5
2018-08-04 04:06:15,4.5
2018-08-04 04:07:30,21.5
2018-08-04 04:08:45,191
2018-08-04 04:10:00,347.5
2018-08-04 04:11:15,486.5
2018-08-04 04:12:30,486.5
2018-08-04 04:13:45,486.5
2018-08-04 04:15:00,486.5
2018-08-04 04:16:15,417
2018-08-04 04:17:30,278
2018-08-04 04:18:45,95.5
2018-08-04 04:20:00,4.5
2018-08-04 04:21:15,4.5
2018-08-04 04:22:30,4.5
2018-08-04 04:23:45,4.5
2018-08-04 04:25:00,4.5
2018-08-04 04:26:15,13
2018-08-04 04:27:30,13
2018-08-04 04:28:45,4.5
2018-08-04 04:30:00,4.5
2018-08-04 04:31:15,4.5
2018-08-04 04:32:30,13
2018-08-04 04:33:45,4.5
2018-08-04 04:35:00,4.5
2018-08-04 04:36:15,4.5
2018-08-04 04:37:30,4.5
2018-08-04 04:38:45,4.5
2018-08-04 04:40:00,4.5
2018-08-04 04:41:15,95.5
2018-08-04 04:42:30,278
2018-08-04 04:43:45,486.5
2018-08-04 04:45:00,486.5
2018-08-04 04:46:15,486.5
2018-08-04 04:47:30,486.5
2018-08-04 04:48:45,486.5
2018-08-04 04:50:00,347.5
2018-08-04 04:51:15,156.5
2018-08-04 04:52:30,21.5
2018-08-04 04:53:45,4.5
2018-08-04 04:55:00,4.5
2018-08-04 04:56:15,13
2018-08-04 04:57:30,13
2018-08-04 04:58:45,4.5
2018-08-04 05:00:00,NA
2018-08-04 05:01:15,NA
2018-08-04 05:02:30,NA
2018-08-04 05:03:45,NA
2018-08-04 05:05:00,NA
2018-08-04 05:06:15,NA
2018-08-04 05:07:30,NA
2018-08-04 05:08:45,NA
2018-08-04 05:10:00,NA
2018-08-04 05:11:15,NA
2018-08-04 05:12:30,NA
2018-08-04 05:13:45,NA
2018-08-04 05:15:00,NA
2018-08-04 05:16:15,NA
2018-08-04 05:17:30,NA
2018-08-04 05:18:45,NA
2018-08-04 05:20:00,NA
2018-08-04 05:21:15,NA
2018-08-04 05:22:30,NA
2018-08-04 05:23:45,NA
2018-08-04 05:25:00,NA
2018-08-04 05:26:15,NA
2018-08-04 05:27:30,NA
2018-08-04 05:28:45,NA
2018-08-04 05:30:00,NA
2018-08-04 05:31:15,NA
2018-08-04 05:32:30,NA
2018-08-04 05:33:45,NA
2018-08-04 05:35:00,NA
2018-08-04 05:36:15,NA
2018-08-04 05:37:30,NA
2018-08-04 05:38:45,NA
2018-08-04 05:40:00,NA
2018-08-04 05:41:15,NA
2018-08-04 05:42:30,NA
2018-08-04 05:43:45,NA
2018-08-04 05:45:00,NA
2018-08-04 05:46:15,NA
2018-08-04 05:47:30,NA
2018-08-04 05:48:45,NA
2018-08-04 05:50:00,NA
2018-08-04 05:51:15,NA
2018-08-04 05:52:30,NA
2018-08-04 05:53:45,NA
2018-08-04 05:55:00,NA
2018-08-04 05:56:15,NA
2018-08-04 05:57:30,NA
2018-08-04 05:58:45,NA
2018-08-04 06:00:00,NA
2018-08-04 06:01:15,NA
2018-08-04 06:02:30,NA
2018-08-04 06:03:45,NA
2018-08-04 06:05:00,NA
2018-08-04 06:06:15,NA
2018-08-04 06:07:30,NA
2018-08-04 06:08:45,NA
2018-08-04 06:10:00,NA
2018-08-04 06:11:15,NA
2018-08-04 06:12:30,NA
2018-08-04 06:13:45,NA
2018-08-04 06:15:00,NA
2018-08-04 06:16:15,NA
2018-08-04 06:17:30,NA
2018-08-04 06:18:45,NA
2018-08-04 06:20:00,NA
2018-08-04 06:21:15,NA
2018-08-04 06:22:30,NA
2018-08-04 06:23:45,NA
2018-08-04 06:25:00,NA
2018-08-04 06:26:15,NA
2018-08-04 06:27:30,NA
2018-08-04 06:28:45,NA
2018-08-04 06:30:00,NA
2018-08-04 06:31:15,NA
2018-08-04 06:32:30,NA
2018-08-04 06:33:45,NA
2018-08-04 06:35:00,NA
2018-08-04 06:36:15,NA
2018-08-04 06:37:30,NA
2018-08-04 06:38:45,NA
2018-08-04 06:40:00,NA
2018-08-04 06:41:15,NA
2018-08-04 06:42:30,NA
2018-08-04 06:43:45,NA
2018-08-04 06:45:00,NA
2018-08-04 06:46:15,NA
2018-08-04 06:47:30,NA
2018-08-04 06:48:45,NA
2018-08-04 06:50:00,NA
2018-08-04 06:51:15,NA
2018-08-04 06:52:30,NA
2018-08-04 06:53:45,NA
2018-08-04 06:55:00,NA
2018-08-04 06:56:15,NA
2018-08-04 06:57:30,NA
2018-08-04 06:58:45,NA
2018-08-04 07:00:00,NA
2018-08-04 07:01:15,NA
2018-08-04 07:02:30,NA
2018-08-04 07:03:45,NA
2018-08-04 07:05:00,NA
2018-08-04 07:06:15,NA
2018-08-04 07:07:30,NA
2018-08-04 07:08:45,NA
2018-08-04 07:10:00,NA
2018-08-04 07:11:15,NA
2018-08-04 07:12:30,NA
2018-08-04 07:13:45,NA
2018-08-04 07:15:00,NA
2018-08-04 07:16:15,NA
2018-08-04 07:17:30,NA
2018-08-04 07:18:45,NA
2018-08-04 07:20:00,NA
2018-08-04 07:21:15,NA
2018-08-04 07:22:30,NA
2018-08-04 07:23:45,NA
2018-08-04 07:25:00,NA
2018-08-04 07:26:15,NA
2018-08-04 07:27:30,NA
2018-08-04 07:28:45,NA
2018-08-04 07:30:00,NA
2018-08-04 07:31:15,NA
2018-08-04 07:32:30,NA
2018-08-04 07:33:45,NA
2018-08-04 07:35:00,NA
2018-08-04 07:36:15,NA
2018-08-04 07:37:30,NA
2018-08-04 07:38:45,NA
2018-08-04 07:40:00,NA
2018-08-04 07:41:15,NA
2018-08-04 07:42:30,NA
2018-08-04 07:43:45,NA
2018-08-04 07:45:00,NA
2018-08-04 07:46:15,NA
2018-08-04 07:47:30,NA
2018-08-04 07:48:45,NA
2018-08-04 07:50:00,NA
2018-08-04 07:51:15,NA
2018-08-04 07:52:30,NA
2018-08-04 07:53:45,NA
2018-08-04 07:55:00,NA
2018-08-04 07:56:15,NA
2018-08-04 07:57:30,NA
2018-08-04 07:58:45,NA
2018-08-04 08:00:00,NA
2018-08-04 08:01:15,NA
2018-08-04 08:02:30,NA
2018-08-04 08:03:45,NA
2018-08-04 08:05:00,NA
2018-08-04 08:06:15,NA
2018-08-04 08:07:30,NA
2018-08-04 08:08:45,NA
2018-08-04 08:10:00,NA
2018-08-04 08:11:15,NA
2018-08-04 08:12:30,NA
2018-08-04 08:13:45,NA
2018-08-04 08:15:00,NA
2018-08-04 08:16:15,NA
2018-08-04 08:17:30,NA
2018-08-04 08:18:45,NA
2018-08-04 08:20:00,NA
2018-08-04 08:21:15,NA
2018-08-04 08:22:30,NA
2018-08-04 08:23:45,NA
2018-08-04 08:25:00,NA
2018-08-04 08:26:15,NA
2018-08-04 08:27:30,NA
2018-08-04 08:28:45,NA
2018-08-04 08:30:00,NA
2018-08-04 08:31:15,NA
2018-08-04 08:32:30,NA
2018-08-04 08:33:45,NA
2018-08-04 08:35:00,NA
2018-08-04 08:36:15,NA
2018-08-04 08:37:30,NA
2018-08-04 08:38:45,NA
2018-08-04 08:40:00,NA
2018-08-04 08:41:15,NA
2018-08-04 08:42:30,NA
2018-08-04 08:43:45,NA
2018-08-04 08:45:00,NA
2018-08-04 08:46:15,NA
2018-08-04 08:47:30,NA
2018-08-04 08:48:45,NA
2018-08-04 08:50:00,NA
2018-08-04 08:51:15,NA
2018-08-04 08:52:30,NA
2018-08-04 08:53:45,NA
2018-08-04 08:55:00,NA
2018-08-04 08:56:15,NA
2018-08-04 08:57:30,NA
2018-08-04 08:58:45,NA
2018-08-04 09:00:00,325
2018-08-04 09:01:15,455.5
2018-08-04 09:02:30,455.5
2018-08-04 09:03:45,455.5
2018-08-04 09:05:00,455.5
2018-08-04 09:06:15,455.5
2018-08-04 09:07:30,455.5
2018-08-04 09:08:45,260
2018-08-04 09:10:00,114
2018-08-04 09:11:15,4
2018-08-04 09:12:30,4
2018-08-04 09:13:45,4
2018-08-04 09:15:00,4
2018-08-04 09:16:15,4
2018-08-04 09:17:30,73
2018-08-04 09:18:45,260
2018-08-04 09:20:00,390
2018-08-04 09:21:15,455.5
2018-08-04 09:22:30,455.5
2018-08-04 09:23:45,455.5
2018-08-04 09:25:00,455.5
2018-08-04 09:26:15,455.5
2018-08-04 09:27:30,260
2018-08-04 09:28:45,114
2018-08-04 09:30:00,4
2018-08-04 09:31:15,4
2018-08-04 09:32:30,4
2018-08-04 09:33:45,4
2018-08-04 09:35:00,4
2018-08-04 09:36:15,12
2018-08-04 09:37:30,12
2018-08-04 09:38:45,4
2018-08-04 09:40:00,4
2018-08-04 09:41:15,4
2018-08-04 09:42:30,89.5
2018-08-04 09:43:45,260
2018-08-04 09:45:00,455.5
2018-08-04 09:46:15,455.5
2018-08-04 09:47:30,455.5
2018-08-04 09:48:45,455.5
2018-08-04 09:50:00,455.5
2018-08-04 09:51:15,390
2018-08-04 09:52:30,211.5
2018-08-04 09:53:45,73
2018-08-04 09:55:00,4
2018-08-04 09:56:15,4
2018-08-04 09:57:30,4
2018-08-04 09:58:45,12
2018-08-04 10:00:00,20.5
2018-08-04 10:01:15,20.5
2018-08-04 10:02:30,4
2018-08-04 10:03:45,4
2018-08-04 10:05:00,12.5
2018-08-04 10:06:15,12.5
2018-08-04 10:07:30,4
2018-08-04 10:08:45,4
2018-08-04 10:10:00,4
2018-08-04 10:11:15,12.5
2018-08-04 10:12:30,4
2018-08-04 10:13:45,4
2018-08-04 10:15:00,149
2018-08-04 10:16:15,331
2018-08-04 10:17:30,463.5
2018-08-04 10:18:45,463.5
2018-08-04 10:20:00,463.5
2018-08-04 10:21:15,463.5
2018-08-04 10:22:30,463.5
2018-08-04 10:23:45,463.5
2018-08-04 10:25:00,265
2018-08-04 10:26:15,116
2018-08-04 10:27:30,4
2018-08-04 10:28:45,4
2018-08-04 10:30:00,12.5
2018-08-04 10:31:15,4
2018-08-04 10:32:30,4
2018-08-04 10:33:45,4
2018-08-04 10:35:00,12.5
2018-08-04 10:36:15,12.5
2018-08-04 10:37:30,20.5
2018-08-04 10:38:45,12.5
2018-08-04 10:40:00,4
2018-08-04 10:41:15,4
2018-08-04 10:42:30,4
2018-08-04 10:43:45,4
2018-08-04 10:45:00,116
2018-08-04 10:46:15,265
2018-08-04 10:47:30,463.5
2018-08-04 10:48:45,463.5
2018-08-04 10:50:00,463.5
2018-08-04 10:51:15,463.5
2018-08-04 10:52:30,463.5
2018-08-04 10:53:45,331
2018-08-04 10:55:00,149
2018-08-04 10:56:15,12.5
2018-08-04 10:57:30,4
2018-08-04 10:58:45,12.5
2018-08-04 11:00:00,4.5
2018-08-04 11:01:15,4.5
2018-08-04 11:02:30,12.5
2018-08-04 11:03:45,12.5
2018-08-04 11:05:00,4.5
2018-08-04 11:06:15,4.5
2018-08-04 11:07:30,12.5
2018-08-04 11:08:45,12.5
2018-08-04 11:10:00,4.5
2018-08-04 11:11:15,4.5
2018-08-04 11:12:30,12.5
2018-08-04 11:13:45,12.5
2018-08-04 11:15:00,12.5
2018-08-04 11:16:15,4.5
2018-08-04 11:17:30,12.5
2018-08-04 11:18:45,4.5
2018-08-04 11:20:00,12.5
2018-08-04 11:21:15,4.5
2018-08-04 11:22:30,4.5
2018-08-04 11:23:45,4.5
2018-08-04 11:25:00,12.5
2018-08-04 11:26:15,12.5
2018-08-04 11:27:30,4.5
2018-08-04 11:28:45,4.5
2018-08-04 11:30:00,4.5
2018-08-04 11:31:15,4.5
2018-08-04 11:32:30,42
2018-08-04 11:33:45,219.5
2018-08-04 11:35:00,406
2018-08-04 11:36:15,473.5
2018-08-04 11:37:30,473.5
2018-08-04 11:38:45,473.5
2018-08-04 11:40:00,473.5
2018-08-04 11:41:15,473.5
2018-08-04 11:42:30,406
2018-08-04 11:43:45,219.5
2018-08-04 11:45:00,76
2018-08-04 11:46:15,4.5
2018-08-04 11:47:30,4.5
2018-08-04 11:48:45,4.5
2018-08-04 11:50:00,4.5
2018-08-04 11:51:15,4.5
2018-08-04 11:52:30,4.5
2018-08-04 11:53:45,4.5
2018-08-04 11:55:00,4.5
2018-08-04 11:56:15,118.5
2018-08-04 11:57:30,338.5
2018-08-04 11:58:45,473.5
2018-08-04 12:00:00,473.5
2018-08-04 12:01:15,473.5
2018-08-04 12:02:30,473.5
2018-08-04 12:03:45,473.5
2018-08-04 12:05:00,473.5
2018-08-04 12:06:15,406
2018-08-04 12:07:30,219.5
2018-08-04 12:08:45,76
2018-08-04 12:10:00,4.5
2018-08-04 12:11:15,4.5
2018-08-04 12:12:30,4.5
2018-08-04 12:13:45,4.5
2018-08-04 12:15:00,4.5
2018-08-04 12:16:15,4.5
2018-08-04 12:17:30,4.5
2018-08-04 12:18:45,4.5
2018-08-04 12:20:00,29.5
2018-08-04 12:21:15,186
2018-08-04 12:22:30,406
2018-08-04 12:23:45,473.5
2018-08-04 12:25:00,473.5
2018-08-04 12:26:15,473.5
2018-08-04 12:27:30,473.5
2018-08-04 12:28:45,473.5
2018-08-04 12:30:00,338.5
2018-08-04 12:31:15,186
2018-08-04 12:32:30,42
2018-08-04 12:33:45,4.5
2018-08-04 12:35:00,4.5
2018-08-04 12:36:15,4.5
2018-08-04 12:37:30,4.5
2018-08-04 12:38:45,4.5
2018-08-04 12:40:00,42
2018-08-04 12:41:15,219.5
2018-08-04 12:42:30,338.5
2018-08-04 12:43:45,473.5
2018-08-04 12:45:00,473.5
2018-08-04 12:46:15,473.5
2018-08-04 12:47:30,473.5
2018-08-04 12:48:45,473.5
2018-08-04 12:50:00,406
2018-08-04 12:51:15,270.5
2018-08-04 12:52:30,118.5
2018-08-04 12:53:45,4.5
2018-08-04 12:55:00,4.5
2018-08-04 12:56:15,4.5
2018-08-04 12:57:30,4.5
2018-08-04 12:58:45,4.5
2018-08-04 13:00:00,4.5
2018-08-04 13:01:15,186
2018-08-04 13:02:30,406
2018-08-04 13:03:45,473.5
2018-08-04 13:05:00,473.5
2018-08-04 13:06:15,473.5
2018-08-04 13:07:30,473.5
2018-08-04 13:08:45,473.5
2018-08-04 13:10:00,270.5
2018-08-04 13:11:15,118.5
2018-08-04 13:12:30,4.5
2018-08-04 13:13:45,4.5
2018-08-04 13:15:00,4.5
2018-08-04 13:16:15,4.5
2018-08-04 13:17:30,4.5
2018-08-04 13:18:45,93
2018-08-04 13:20:00,270.5
2018-08-04 13:21:15,473.5
2018-08-04 13:22:30,473.5
2018-08-04 13:23:45,473.5
2018-08-04 13:25:00,473.5
2018-08-04 13:26:15,473.5
2018-08-04 13:27:30,406
2018-08-04 13:28:45,186
2018-08-04 13:30:00,42
2018-08-04 13:31:15,4.5
2018-08-04 13:32:30,4.5
2018-08-04 13:33:45,4.5
2018-08-04 13:35:00,4.5
2018-08-04 13:36:15,4.5
2018-08-04 13:37:30,4.5
2018-08-04 13:38:45,21
2018-08-04 13:40:00,186
2018-08-04 13:41:15,338.5
2018-08-04 13:42:30,473.5
2018-08-04 13:43:45,473.5
2018-08-04 13:45:00,473.5
2018-08-04 13:46:15,473.5
2018-08-04 13:47:30,473.5
2018-08-04 13:48:45,338.5
2018-08-04 13:50:00,152.5
2018-08-04 13:51:15,12.5
2018-08-04 13:52:30,4.5
2018-08-04 13:53:45,4.5
2018-08-04 13:55:00,4.5
2018-08-04 13:56:15,4.5
2018-08-04 13:57:30,4.5
2018-08-04 13:58:45,4.5
2018-08-04 14:00:00,4.5
2018-08-04 14:01:15,152.5
2018-08-04 14:02:30,338.5
2018-08-04 14:03:45,473.5
2018-08-04 14:05:00,473.5
2018-08-04 14:06:15,473.5
2018-08-04 14:07:30,473.5
2018-08-04 14:08:45,473.5
2018-08-04 14:10:00,270.5
2018-08-04 14:11:15,93
2018-08-04 14:12:30,4.5
2018-08-04 14:13:45,4.5
2018-08-04 14:15:00,4.5
2018-08-04 14:16:15,4.5
2018-08-04 14:17:30,4.5
2018-08-04 14:18:45,4.5
2018-08-04 14:20:00,4.5
2018-08-04 14:21:15,59
2018-08-04 14:22:30,219.5
2018-08-04 14:23:45,406
2018-08-04 14:25:00,473.5
2018-08-04 14:26:15,473.5
2018-08-04 14:27:30,473.5
2018-08-04 14:28:45,473.5
2018-08-04 14:30:00,473.5
2018-08-04 14:31:15,270.5
2018-08-04 14:32:30,93
2018-08-04 14:33:45,4.5
2018-08-04 14:35:00,4.5
2018-08-04 14:36:15,4.5
2018-08-04 14:37:30,4.5
2018-08-04 14:38:45,4.5
2018-08-04 14:40:00,4.5
2018-08-04 14:41:15,42
2018-08-04 14:42:30,219.5
2018-08-04 14:43:45,406
2018-08-04 14:45:00,473.5
2018-08-04 14:46:15,473.5
2018-08-04 14:47:30,473.5
2018-08-04 14:48:45,473.5
2018-08-04 14:50:00,338.5
2018-08-04 14:51:15,186
2018-08-04 14:52:30,42
2018-08-04 14:53:45,4.5
2018-08-04 14:55:00,12.5
2018-08-04 14:56:15,4.5
2018-08-04 14:57:30,4.5
2018-08-04 14:58:45,12.5
2018-08-04 15:00:00,NA
2018-08-04 15:01:15,NA
2018-08-04 15:02:30,NA
2018-08-04 15:03:45,NA
2018-08-04 15:05:00,NA
2018-08-04 15:06:15,NA
2018-08-04 15:07:30,NA
2018-08-04 15:08:45,NA
2018-08-04 15:10:00,NA
2018-08-04 15:11:15,NA
2018-08-04 15:12:30,NA
2018-08-04 15:13:45,NA
2018-08-04 15:15:00,NA
2018-08-04 15:16:15,NA
2018-08-04 15:17:30,NA
2018-08-04 15:18:45,NA
2018-08-04 15:20:00,NA
2018-08-04 15:21:15,NA
2018-08-04 15:22:30,NA
2018-08-04 15:23:45,NA
2018-08-04 15:25:00,NA
2018-08-04 15:26:15,NA
2018-08-04 15:27:30,NA
2018-08-04 15:28:45,NA
2018-08-04 15:30:00,NA
2018-08-04 15:31:15,NA
2018-08-04 15:32:30,NA
2018-08-04 15:33:45,NA
2018-08-04 15:35:00,NA
2018-08-04 15:36:15,NA
2018-08-04 15:37:30,NA
2018-08-04 15:38:45,NA
2018-08-04 15:40:00,NA
2018-08-04 15:41:15,NA
2018-08-04 15:42:30,NA
2018-08-04 15:43:45,NA
2018-08-04 15:45:00,NA
2018-08-04 15:46:15,NA
2018-08-04 15:47:30,NA
2018-08-04 15:48:45,NA
2018-08-04 15:50:00,NA
2018-08-04 15:51:15,NA
2018-08-04 15:52:30,NA
2018-08-04 15:53:45,NA
2018-08-04 15:55:00,NA
2018-08-04 15:56:15,NA
2018-08-04 15:57:30,NA
2018-08-04 15:58:45,NA
2018-08-04 16:00:00,NA
2018-08-04 16:01:15,NA
2018-08-04 16:02:30,NA
2018-08-04 16:03:45,NA
2018-08-04 16:05:00,NA
2018-08-04 16:06:15,NA
2018-08-04 16:07:30,NA
2018-08-04 16:08:45,NA
2018-08-04 16:10:00,NA
2018-08-04 16:11:15,NA
2018-08-04 16:12:30,NA
2018-08-04 16:13:45,NA
2018-08-04 16:15:00,NA
2018-08-04 16:16:15,NA
2018-08-04 16:17:30,NA
2018-08-04 16:18:45,NA
2018-08-04 16:20:00,NA
2018-08-04 16:21:15,NA
2018-08-04 16:22:30,NA
2018-08-04 16:23:45,NA
2018-08-04 16:25:00,NA
2018-08-04 16:26:15,NA
2018-08-04 16:27:30,NA
2018-08-04 16:28:45,NA
2018-08-04 16:30:00,NA
2018-08-04 16:31:15,NA
2018-08-04 16:32:30,NA
2018-08-04 16:33:45,NA
2018-08-04 16:35:00,NA
2018-08-04 16:36:15,NA
2018-08-04 16:37:30,NA
2018-08-04 16:38:45,NA
2018-08-04 16:40:00,NA
2018-08-04 16:41:15,NA
2018-08-04 16:42:30,NA
2018-08-04 16:43:45,NA
2018-08-04 16:45:00,NA
2018-08-04 16:46:15,NA
2018-08-04 16:47:30,NA
2018-08-04 16:48:45,NA
2018-08-04 16:50:00,NA
2018-08-04 16:51:15,NA
2018-08-04 16:52:30,NA
2018-08-04 16:53:45,NA
2018-08-04 16:55:00,NA
2018-08-04 16:56:15,NA
2018-08-04 16:57:30,NA
2018-08-04 16:58:45,NA
2018-08-04 17:00:00,NA
2018-08-04 17:01:15,NA
2018-08-04 17:02:30,NA
2018-08-04 17:03:45,NA
2018-08-04 17:05:00,NA
2018-08-04 17:06:15,NA
2018-08-04 17:07:30,NA
2018-08-04 17:08:45,NA
2018-08-04 17:10:00,NA
2018-08-04 17:11:15,NA
2018-08-04 17:12:30,NA
2018-08-04 17:13:45,NA
2018-08-04 17:15:00,NA
2018-08-04 17:16:15,NA
2018-08-04 17:17:30,NA
2018-08-04 17:18:45,NA
2018-08-04 17:20:00,NA
2018-08-04 17:21:15,NA
2018-08-04 17:22:30,NA
2018-08-04 17:23:45,NA
2018-08-04 17:25:00,NA
2018-08-04 17:26:15,NA
2018-08-04 17:27:30,NA
2018-08-04 17:28:45,NA
2018-08-04 17:30:00,NA
2018-08-04 17:31:15,NA
2018-08-04 17:32:30,NA
2018-08-04 17:33:45,NA
2018-08-04 17:35:00,NA
2018-08-04 17:36:15,NA
2018-08-04 17:37:30,NA
2018-08-04 17:38:45,NA
2018-08-04 17:40:00,NA
2018-08-04 17:41:15,NA
2018-08-04 17:42:30,NA
2018-08-04 17:43:45,NA
2018-08-04 17:45:00,NA
2018-08-04 17:46:15,NA
2018-08-04 17:47:30,NA
2018-08-04 17:48:45,NA
2018-08-04 17:50:00,NA
2018-08-04 17:51:15,NA
2018-08-04 17:52:30,NA
2018-08-04 17:53:45,NA
