datetime,PTT,Lat,Long
2018-08-07 01:08:00,174962,74.12239437,-105.8297234
2018-08-07 01:23:00,174962,74.12024677,-105.8183907
2018-08-07 01:38:00,174962,74.11809859,-105.8070608
2018-08-07 01:53:00,174962,74.11055062,-105.7883119
2018-08-07 02:08:00,174962,74.10688728,-105.7287427
2018-08-07 02:23:00,174962,74.09898306,-105.6932361
2018-08-07 02:38:00,174962,74.10641899,-105.6199646
2018-08-07 02:53:00,174962,74.09207058,-105.6194578
2018-08-07 03:08:00,174962,74.07926317,-105.6182441
2018-08-07 03:23:00,174962,74.07295568,-105.6215957
2018-08-07 03:38:00,174962,74.06743789,-105.6188257
2018-08-07 03:53:00,174962,74.06452605,-105.6023675
2018-08-07 04:08:00,174962,74.06649881,-105.5813704
2018-08-07 04:23:00,174962,74.06783675,-105.5558478
2018-08-07 04:38:00,174962,74.0672519,-105.5447417
2018-08-07 04:53:00,174962,74.06563113,-105.5416868
2018-08-07 05:08:00,174962,74.06595292,-105.5231596
2018-08-07 05:23:00,174962,74.06861101,-105.5125839
2018-08-07 05:38:00,174962,74.07126859,-105.5020049
2018-08-07 05:53:00,174962,74.07392565,-105.4914225
2018-08-07 06:08:00,174962,74.0766358,-105.4806768
2018-08-07 06:23:00,174962,74.08027622,-105.4671498
2018-08-07 06:38:00,174962,74.08391578,-105.4536169
2018-08-07 06:53:00,174962,74.0768264,-105.5133441
2018-08-07 07:08:00,174962,74.0772485,-105.5037383
2018-08-07 07:23:00,174962,74.07767019,-105.494132
2018-08-07 07:38:00,174962,74.07809146,-105.4845252
2018-08-07 07:53:00,174962,74.07851231,-105.4749179
2018-08-07 08:08:00,174962,74.07893274,-105.4653101
2018-08-07 08:23:00,174962,74.07910078,-105.4577966
2018-08-07 08:38:00,174962,74.07738102,-105.4659731
2018-08-07 08:53:00,174962,74.07566095,-105.4741478
2018-08-07 09:08:00,174962,74.07394058,-105.4823209
2018-08-07 09:23:00,174962,74.0722199,-105.4904923
2018-08-07 09:38:00,174962,74.07049891,-105.498662
2018-08-07 09:53:00,174962,74.06880442,-105.5055832
2018-08-07 10:08:00,174962,74.06746566,-105.4959393
2018-08-07 10:23:00,174962,74.06612647,-105.486297
2018-08-07 10:38:00,174962,74.05282693,-105.5087358
2018-08-07 10:53:00,174962,74.03764283,-105.5228131
2018-08-07 11:08:00,174962,74.03855874,-105.5037251
2018-08-07 11:23:00,174962,74.03157051,-105.5298236
2018-08-07 11:38:00,174962,74.02959869,-105.5382841
2018-08-07 11:53:00,174962,74.03672,-105.5076547
2018-08-07 12:08:00,174962,74.0270976,-105.5167174
2018-08-07 12:23:00,174962,74.02129154,-105.5023759
2018-08-07 12:38:00,174962,74.01686081,-105.4839325
2018-08-07 12:53:00,174962,74.01607994,-105.477873
2018-08-07 13:08:00,174962,74.01758827,-105.4817596
2018-08-07 13:23:00,174962,74.01909652,-105.4856468
2018-08-07 13:38:00,174962,74.0206047,-105.4895348
2018-08-07 13:53:00,174962,74.02162482,-105.4872295
2018-08-07 14:08:00,174962,74.02120847,-105.4876095
2018-08-07 14:23:00,174962,74.02099188,-105.4950635
2018-08-07 14:38:00,174962,74.02663484,-105.5019722
2018-08-07 14:53:00,174962,74.03227755,-105.5088856
2018-08-07 15:08:00,174962,74.03792001,-105.5158036
2018-08-07 15:23:00,174962,74.04299563,-105.5200302
2018-08-07 15:38:00,174962,74.04445759,-105.5070645
2018-08-07 15:53:00,174962,74.04591879,-105.4940964
2018-08-07 16:08:00,174962,74.04737922,-105.4811262
2018-08-07 16:23:00,174962,74.04883889,-105.4681536
2018-08-07 16:38:00,174962,74.05029779,-105.4551788
2018-08-07 16:53:00,174962,74.05175593,-105.4422017
2018-08-07 17:08:00,174962,74.0532133,-105.4292223
2018-08-07 17:23:00,174962,74.05466991,-105.4162407
2018-08-07 17:38:00,174962,74.05612574,-105.4032568
2018-08-07 17:53:00,174962,74.05758081,-105.3902706
2018-08-07 18:08:00,174962,74.05903512,-105.3772822
2018-08-07 18:23:00,174962,74.06048866,-105.3642915
2018-08-07 18:38:00,174962,74.06194143,-105.3512985
2018-08-07 18:53:00,174962,74.06339343,-105.3383033
2018-08-07 19:08:00,174962,74.06484466,-105.3253058
2018-08-07 19:23:00,174962,74.06629513,-105.312306
2018-08-07 19:38:00,174962,74.06774483,-105.299304
2018-08-07 19:53:00,174962,74.06919376,-105.2862997
2018-08-07 20:08:00,174962,74.07064192,-105.2732932
2018-08-07 20:23:00,174962,74.07101372,-105.2652109
2018-08-07 20:38:00,174962,74.06714159,-105.2765603
2018-08-07 20:53:00,174962,74.06326886,-105.2879045
2018-08-07 21:08:00,174962,74.05939553,-105.2992433
2018-08-07 21:23:00,174962,74.0555216,-105.3105769
2018-08-07 21:38:00,174962,74.05164708,-105.3219052
2018-08-07 21:53:00,174962,74.04822564,-105.3279593
2018-08-07 22:08:00,174962,74.0488648,-105.2947639
2018-08-07 22:23:00,174962,74.05217033,-105.2794097
2018-08-07 22:38:00,174962,74.05049239,-105.274999
2018-08-07 22:53:00,174962,74.0468767,-105.2748455
2018-08-07 23:08:00,174962,74.04556549,-105.2967379
2018-08-07 23:23:00,174962,74.04356728,-105.3247908
2018-08-07 23:38:00,174962,74.03564411,-105.3510722
2018-08-07 23:53:00,174962,74.0256479,-105.3718778
2018-08-08 00:08:00,174962,74.0242269,-105.3900066
2018-08-08 00:23:00,174962,74.02676644,-105.4079034
2018-08-08 00:38:00,174962,74.02956709,-105.4249884
2018-08-08 00:53:00,174962,74.0152248,-105.4354679
2018-08-08 01:08:00,174962,74.03430121,-105.4265257
2018-08-08 01:23:00,174962,74.01564141,-105.5056382
2018-08-08 01:38:00,174962,74.02867468,-105.5123068
2018-08-08 01:53:00,174962,74.03816482,-105.5110003
2018-08-08 02:08:00,174962,74.04635942,-105.5105598
2018-08-08 02:23:00,174962,74.05455394,-105.5101188
2018-08-08 02:38:00,174962,74.06274838,-105.5096774
2018-08-08 02:53:00,174962,74.07094274,-105.5092356
2018-08-08 03:08:00,174962,74.07913702,-105.5087934
2018-08-08 03:23:00,174962,74.07090182,-105.5759074
2018-08-08 03:38:00,174962,74.06155832,-105.6474083
2018-08-08 03:53:00,174962,74.05219158,-105.7188288
2018-08-08 04:08:00,174962,74.04495556,-105.7806047
2018-08-08 04:23:00,174962,74.05401714,-105.7699225
2018-08-08 04:38:00,174962,74.0607608,-105.7815242
2018-08-08 04:53:00,174962,74.06220421,-105.8202359
2018-08-08 05:08:00,174962,74.06050319,-105.8467915
2018-08-08 05:23:00,174962,74.06499878,-105.8570693
2018-08-08 05:38:00,174962,74.08089385,-105.8416586
2018-08-08 05:53:00,174962,74.0811473,-105.9145466
2018-08-08 06:08:00,174962,74.08771672,-105.9674927
2018-08-08 06:23:00,174962,74.10964927,-105.9601199
2018-08-08 06:38:00,174962,74.11480314,-106.0038835
2018-08-08 06:53:00,174962,74.11977884,-106.0278176
